NR.linie,Serie,Numar document,Data,Data scadenta,Cod tip Factura,Nume partener,Atribut fiscal,Cod fiscal,Nr.Reg.Com.,Rezidenta,Tara,Judet,Localitate,Strada,Numar,Bloc,Scara,Etaj,Apartament,Cod postal,Moneda,Curs,TVA la incasare,Taxare inversa,Factura de transport,Cod agent,Valoare neta totala,Valoare TVA,Total document,Denumire articol,Cantitate,Tip miscare stoc,Cont servicii,Pret de lista,Valoare fara tva,Val TVA,Valoare  cu TVa,Optiune TVA,Cota TVA,Cod TVA SAFT,Observatie,Centre de cost
,FV,7866,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,66.12,,,,TAXABILE,21,,,
,FV,7866,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,500.0,,,,TAXABILE,21,,,
,FV,7867,20260126,20260126,,SC BEST TEAM ASSISTANCE SRL,,33469462,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,1020.0,,,,TAXABILE,21,,,
,FV,7868,20260126,20260126,,SC DISTINCT RETAIL SRL,,43246026,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,413.22,,,,TAXABILE,21,,,
,FV,7868,20260126,20260126,,SC DISTINCT RETAIL SRL,,43246026,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,250.0,,,,TAXABILE,21,,,
,FV,7869,20260126,20260126,,ROLINAD SRL,,16175688,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,636.36,,,,TAXABILE,21,,,
,FV,7869,20260126,20260126,,ROLINAD SRL,,16175688,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,239.67,,,,TAXABILE,21,,,
,FV,7869,20260126,20260126,,ROLINAD SRL,,16175688,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,700.0,,,,TAXABILE,21,,,
,FV,7870,20260126,20260126,,REGISTRUL AUTO ROMAN RA,,1590236,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,300.0,,,,TAXABILE,21,,,
,FV,7871,20260126,20260126,,SC SSAB  AG  S.A.,,2816022,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,710.74,,,,TAXABILE,21,,,
,FV,7871,20260126,20260126,,SC SSAB  AG  S.A.,,2816022,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,37.19,,,,TAXABILE,21,,,
,FV,7871,20260126,20260126,,SC SSAB  AG  S.A.,,2816022,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,214.88,,,,TAXABILE,21,,,
,FV,7871,20260126,20260126,,SC SSAB  AG  S.A.,,2816022,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,165.29,,,,TAXABILE,21,,,
,FV,7871,20260126,20260126,,SC SSAB  AG  S.A.,,2816022,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,99.17,,,,TAXABILE,21,,,
,FV,7871,20260126,20260126,,SC SSAB  AG  S.A.,,2816022,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,400.0,,,,TAXABILE,21,,,
,FV,7872,20260126,20260126,,SC SSAB  AG  S.A.,,2816022,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,314.05,,,,TAXABILE,21,,,
,FV,7872,20260126,20260126,,SC SSAB  AG  S.A.,,2816022,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,548.76,,,,TAXABILE,21,,,
,FV,7872,20260126,20260126,,SC SSAB  AG  S.A.,,2816022,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,54.55,,,,TAXABILE,21,,,
,FV,7872,20260126,20260126,,SC SSAB  AG  S.A.,,2816022,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,33.06,,,,TAXABILE,21,,,
,FV,7872,20260126,20260126,,SC SSAB  AG  S.A.,,2816022,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,41.32,,,,TAXABILE,21,,,
,FV,7873,20260126,20260126,,IGNAT NICU CODRIN,,1880426046254,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,173.55,,,,TAXABILE,21,,,
,FV,7873,20260126,20260126,,IGNAT NICU CODRIN,,1880426046254,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,109.09,,,,TAXABILE,21,,,
,FV,7873,20260126,20260126,,IGNAT NICU CODRIN,,1880426046254,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,171.07,,,,TAXABILE,21,,,
,FV,7873,20260126,20260126,,IGNAT NICU CODRIN,,1880426046254,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,95.87,,,,TAXABILE,21,,,
,FV,7873,20260126,20260126,,IGNAT NICU CODRIN,,1880426046254,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,28.93,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,89.26,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,59.5,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,59.5,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,173.55,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,45.45,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,95.87,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,328.1,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,71.9,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,69.42,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,119.83,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,90.91,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,71.07,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,71.07,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,41.32,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,41.32,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,198.35,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,33.06,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,24.79,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,33.06,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,90.91,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,112.4,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,38.02,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,85.12,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,92.56,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,214.88,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,45.45,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,20.66,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,91.74,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,28.93,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,74.38,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,409.09,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,206.61,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,152.89,,,,TAXABILE,21,,,
,FV,7874,20260126,20260126,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,66.12,,,,TAXABILE,21,,,
,FV,7875,20260127,20260127,,MICU EUGENIA,,2670426040035,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,152.89,,,,TAXABILE,21,,,
,FV,7875,20260127,20260127,,MICU EUGENIA,,2670426040035,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,152.89,,,,TAXABILE,21,,,
,FV,7875,20260127,20260127,,MICU EUGENIA,,2670426040035,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,34.71,,,,TAXABILE,21,,,
,FV,7875,20260127,20260127,,MICU EUGENIA,,2670426040035,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,34.71,,,,TAXABILE,21,,,
,FV,7875,20260127,20260127,,MICU EUGENIA,,2670426040035,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,82.64,,,,TAXABILE,21,,,
,FV,7875,20260127,20260127,,MICU EUGENIA,,2670426040035,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,165.29,,,,TAXABILE,21,,,
,FV,7875,20260127,20260127,,MICU EUGENIA,,2670426040035,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,4.13,,,,TAXABILE,21,,,
,FV,7876,20260127,20260127,,ELIOTRAX S.R.L.,,52352328,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,721.49,,,,TAXABILE,21,,,
,FV,7876,20260127,20260127,,ELIOTRAX S.R.L.,,52352328,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,43.8,,,,TAXABILE,21,,,
,FV,7876,20260127,20260127,,ELIOTRAX S.R.L.,,52352328,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,38.84,,,,TAXABILE,21,,,
,FV,7876,20260127,20260127,,ELIOTRAX S.R.L.,,52352328,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,350.0,,,,TAXABILE,21,,,
,FV,7877,20260127,20260127,,SC CASIRA INTERNATIONAL SRL,,40750281,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,352.07,,,,TAXABILE,21,,,
,FV,7877,20260127,20260127,,SC CASIRA INTERNATIONAL SRL,,40750281,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,148.76,,,,TAXABILE,21,,,
,FV,7877,20260127,20260127,,SC CASIRA INTERNATIONAL SRL,,40750281,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,61.98,,,,TAXABILE,21,,,
,FV,7877,20260127,20260127,,SC CASIRA INTERNATIONAL SRL,,40750281,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,49.59,,,,TAXABILE,21,,,
,FV,7877,20260127,20260127,,SC CASIRA INTERNATIONAL SRL,,40750281,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,24.79,,,,TAXABILE,21,,,
,FV,7877,20260127,20260127,,SC CASIRA INTERNATIONAL SRL,,40750281,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,456.2,,,,TAXABILE,21,,,
,FV,7877,20260127,20260127,,SC CASIRA INTERNATIONAL SRL,,40750281,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,526.45,,,,TAXABILE,21,,,
,FV,7877,20260127,20260127,,SC CASIRA INTERNATIONAL SRL,,40750281,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,356.2,,,,TAXABILE,21,,,
,FV,7877,20260127,20260127,,SC CASIRA INTERNATIONAL SRL,,40750281,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,21.49,,,,TAXABILE,21,,,
,FV,7877,20260127,20260127,,SC CASIRA INTERNATIONAL SRL,,40750281,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,30.58,,,,TAXABILE,21,,,
,FV,7877,20260127,20260127,,SC CASIRA INTERNATIONAL SRL,,40750281,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,42.15,,,,TAXABILE,21,,,
,FV,7877,20260127,20260127,,SC CASIRA INTERNATIONAL SRL,,40750281,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,72.73,,,,TAXABILE,21,,,
,FV,7877,20260127,20260127,,SC CASIRA INTERNATIONAL SRL,,40750281,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,110.74,,,,TAXABILE,21,,,
,FV,7877,20260127,20260127,,SC CASIRA INTERNATIONAL SRL,,40750281,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,34.71,,,,TAXABILE,21,,,
,FV,7877,20260127,20260127,,SC CASIRA INTERNATIONAL SRL,,40750281,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,214.88,,,,TAXABILE,21,,,
,FV,7877,20260127,20260127,,SC CASIRA INTERNATIONAL SRL,,40750281,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,97.52,,,,TAXABILE,21,,,
,FV,7877,20260127,20260127,,SC CASIRA INTERNATIONAL SRL,,40750281,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,276.03,,,,TAXABILE,21,,,
,FV,7877,20260127,20260127,,SC CASIRA INTERNATIONAL SRL,,40750281,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,49.59,,,,TAXABILE,21,,,
,FV,7878,20260127,20260127,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,842.15,,,,TAXABILE,21,,,
,FV,7878,20260127,20260127,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,107.44,,,,TAXABILE,21,,,
,FV,7878,20260127,20260127,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,85.12,,,,TAXABILE,21,,,
,FV,7878,20260127,20260127,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,679.34,,,,TAXABILE,21,,,
,FV,7878,20260127,20260127,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,583.47,,,,TAXABILE,21,,,
,FV,7878,20260127,20260127,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,454.55,,,,TAXABILE,21,,,
,FV,7878,20260127,20260127,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,206.61,,,,TAXABILE,21,,,
,FV,7878,20260127,20260127,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,227.27,,,,TAXABILE,21,,,
,FV,7878,20260127,20260127,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,129.75,,,,TAXABILE,21,,,
,FV,7878,20260127,20260127,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,143.8,,,,TAXABILE,21,,,
,FV,7878,20260127,20260127,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,182.64,,,,TAXABILE,21,,,
,FV,7878,20260127,20260127,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,35.54,,,,TAXABILE,21,,,
,FV,7878,20260127,20260127,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,76.03,,,,TAXABILE,21,,,
,FV,7878,20260127,20260127,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,115.7,,,,TAXABILE,21,,,
,FV,7878,20260127,20260127,,SC ETNA SRL,,982231,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,49.59,,,,TAXABILE,21,,,
,FV,7879,20260128,20260128,,SC UTIL S.P.C SRL,,1285275,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,24.79,,,,TAXABILE,21,,,
,FV,7879,20260128,20260128,,SC UTIL S.P.C SRL,,1285275,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,128.93,,,,TAXABILE,21,,,
,FV,7879,20260128,20260128,,SC UTIL S.P.C SRL,,1285275,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,56.2,,,,TAXABILE,21,,,
,FV,7879,20260128,20260128,,SC UTIL S.P.C SRL,,1285275,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,82.64,,,,TAXABILE,21,,,
,FV,7879,20260128,20260128,,SC UTIL S.P.C SRL,,1285275,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,327.27,,,,TAXABILE,21,,,
,FV,7879,20260128,20260128,,SC UTIL S.P.C SRL,,1285275,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,145.45,,,,TAXABILE,21,,,
,FV,7879,20260128,20260128,,SC UTIL S.P.C SRL,,1285275,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,200.0,,,,TAXABILE,21,,,
,FV,7880,20260128,20260128,,A.S. FCM BACAU,,9366090,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,82.64,,,,TAXABILE,21,,,
,FV,7880,20260128,20260128,,A.S. FCM BACAU,,9366090,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,41.32,,,,TAXABILE,21,,,
,FV,7881,20260128,20260128,,SC ND PHARMA SRL,,22082443,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,148.76,,,,TAXABILE,21,,,
,FV,7882,20260128,20260128,,NASTASE N. VASILE INTREPRINDERE INDIVIDUALA,,27076590,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,56.2,,,,TAXABILE,21,,,
,FV,7882,20260128,20260128,,NASTASE N. VASILE INTREPRINDERE INDIVIDUALA,,27076590,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,147.11,,,,TAXABILE,21,,,
,FV,7882,20260128,20260128,,NASTASE N. VASILE INTREPRINDERE INDIVIDUALA,,27076590,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,97.52,,,,TAXABILE,21,,,
,FV,7882,20260128,20260128,,NASTASE N. VASILE INTREPRINDERE INDIVIDUALA,,27076590,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,123.97,,,,TAXABILE,21,,,
,FV,7882,20260128,20260128,,NASTASE N. VASILE INTREPRINDERE INDIVIDUALA,,27076590,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,405.79,,,,TAXABILE,21,,,
,FV,7882,20260128,20260128,,NASTASE N. VASILE INTREPRINDERE INDIVIDUALA,,27076590,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,200.0,,,,TAXABILE,21,,,
,FV,7883,20260129,20260129,,SC DRANACOS SRL,,8998039,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,115.7,,,,TAXABILE,21,,,
,FV,7883,20260129,20260129,,SC DRANACOS SRL,,8998039,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,45.45,,,,TAXABILE,21,,,
,FV,7883,20260129,20260129,,SC DRANACOS SRL,,8998039,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,150.0,,,,TAXABILE,21,,,
,FV,7884,20260129,20260129,,SC DRUCODAN TRANS IMPEX SRL,,9587945,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,2454.55,,,,TAXABILE,21,,,
,FV,7884,20260129,20260129,,SC DRUCODAN TRANS IMPEX SRL,,9587945,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,5041.32,,,,TAXABILE,21,,,
,FV,7884,20260129,20260129,,SC DRUCODAN TRANS IMPEX SRL,,9587945,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,4458.68,,,,TAXABILE,21,,,
,FV,7884,20260129,20260129,,SC DRUCODAN TRANS IMPEX SRL,,9587945,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,793.39,,,,TAXABILE,21,,,
,FV,7884,20260129,20260129,,SC DRUCODAN TRANS IMPEX SRL,,9587945,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,173.55,,,,TAXABILE,21,,,
,FV,7884,20260129,20260129,,SC DRUCODAN TRANS IMPEX SRL,,9587945,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,3950.41,,,,TAXABILE,21,,,
,FV,7884,20260129,20260129,,SC DRUCODAN TRANS IMPEX SRL,,9587945,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,1000.0,,,,TAXABILE,21,,,
,FV,7884,20260129,20260129,,SC DRUCODAN TRANS IMPEX SRL,,9587945,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,256.2,,,,TAXABILE,21,,,
,FV,7884,20260129,20260129,,SC DRUCODAN TRANS IMPEX SRL,,9587945,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,702.48,,,,TAXABILE,21,,,
,FV,7884,20260129,20260129,,SC DRUCODAN TRANS IMPEX SRL,,9587945,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,5185.95,,,,TAXABILE,21,,,
,FV,7885,20260129,20260129,,SANROTEX TRADING SRL,,32163740,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,148.76,,,,TAXABILE,21,,,
,FV,7886,20260129,20260129,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,23.14,,,,TAXABILE,21,,,
,FV,7886,20260129,20260129,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,70.25,,,,TAXABILE,21,,,
,FV,7886,20260129,20260129,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,92.56,,,,TAXABILE,21,,,
,FV,7886,20260129,20260129,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,74.38,,,,TAXABILE,21,,,
,FV,7886,20260129,20260129,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,4.96,,,,TAXABILE,21,,,
,FV,7886,20260129,20260129,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,268.6,,,,TAXABILE,21,,,
,FV,7886,20260129,20260129,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,150.0,,,,TAXABILE,21,,,
,FV,7887,20260130,20260130,,SC ND PHARMA SRL,,22082443,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,385.95,,,,TAXABILE,21,,,
,FV,7887,20260130,20260130,,SC ND PHARMA SRL,,22082443,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,107.44,,,,TAXABILE,21,,,
,FV,7887,20260130,20260130,,SC ND PHARMA SRL,,22082443,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,136.36,,,,TAXABILE,21,,,
,FV,7887,20260130,20260130,,SC ND PHARMA SRL,,22082443,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,157.02,,,,TAXABILE,21,,,
,FV,7887,20260130,20260130,,SC ND PHARMA SRL,,22082443,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,47.11,,,,TAXABILE,21,,,
,FV,7887,20260130,20260130,,SC ND PHARMA SRL,,22082443,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,400.0,,,,TAXABILE,21,,,
,FV,7888,20260130,20260130,,P.F.A.TOMOZEI D.VASILE,,36145738,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,252.07,,,,TAXABILE,21,,,
,FV,7888,20260130,20260130,,P.F.A.TOMOZEI D.VASILE,,36145738,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,260.33,,,,TAXABILE,21,,,
,FV,7888,20260130,20260130,,P.F.A.TOMOZEI D.VASILE,,36145738,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,49.59,,,,TAXABILE,21,,,
,FV,7888,20260130,20260130,,P.F.A.TOMOZEI D.VASILE,,36145738,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,500.0,,,,TAXABILE,21,,,
,FV,7889,20260130,20260130,,DAXXTON ARK S.R.L.,,43342058,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,55.37,,,,TAXABILE,21,,,
,FV,7889,20260130,20260130,,DAXXTON ARK S.R.L.,,43342058,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,70.25,,,,TAXABILE,21,,,
,FV,7889,20260130,20260130,,DAXXTON ARK S.R.L.,,43342058,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,89.26,,,,TAXABILE,21,,,
,FV,7889,20260130,20260130,,DAXXTON ARK S.R.L.,,43342058,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,421.49,,,,TAXABILE,21,,,
