NR.linie,Serie,Numar document,Data,Data scadenta,Cod tip Factura,Nume partener,Atribut fiscal,Cod fiscal,Nr.Reg.Com.,Rezidenta,Tara,Judet,Localitate,Strada,Numar,Bloc,Scara,Etaj,Apartament,Cod postal,Moneda,Curs,TVA la incasare,Taxare inversa,Factura de transport,Cod agent,Valoare neta totala,Valoare TVA,Total document,Denumire articol,Cantitate,Tip miscare stoc,Cont servicii,Pret de lista,Valoare fara tva,Val TVA,Valoare  cu TVa,Optiune TVA,Cota TVA,Cod TVA SAFT,Observatie,Centre de cost
,FV,7839,20260120,20260120,,SC FIBROMAR SRL,,13100478,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,586.78,,,,TAXABILE,21,,,
,FV,7839,20260120,20260120,,SC FIBROMAR SRL,,13100478,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,500.0,,,,TAXABILE,21,,,
,FV,7839,20260120,20260120,,SC FIBROMAR SRL,,13100478,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,175.21,,,,TAXABILE,21,,,
,FV,7839,20260120,20260120,,SC FIBROMAR SRL,,13100478,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,72.73,,,,TAXABILE,21,,,
,FV,7839,20260120,20260120,,SC FIBROMAR SRL,,13100478,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,206.61,,,,TAXABILE,21,,,
,FV,7839,20260120,20260120,,SC FIBROMAR SRL,,13100478,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,20.66,,,,TAXABILE,21,,,
,FV,7839,20260120,20260120,,SC FIBROMAR SRL,,13100478,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,20.66,,,,TAXABILE,21,,,
,FV,7839,20260120,20260120,,SC FIBROMAR SRL,,13100478,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,595.04,,,,TAXABILE,21,,,
,FV,7839,20260120,20260120,,SC FIBROMAR SRL,,13100478,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,33.06,,,,TAXABILE,21,,,
,FV,7839,20260120,20260120,,SC FIBROMAR SRL,,13100478,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,20.66,,,,TAXABILE,21,,,
,FV,7839,20260120,20260120,,SC FIBROMAR SRL,,13100478,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,109.09,,,,TAXABILE,21,,,
,FV,7839,20260120,20260120,,SC FIBROMAR SRL,,13100478,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,4.13,,,,TAXABILE,21,,,
,FV,7839,20260120,20260120,,SC FIBROMAR SRL,,13100478,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,33.06,,,,TAXABILE,21,,,
,FV,7839,20260120,20260120,,SC FIBROMAR SRL,,13100478,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,30.58,,,,TAXABILE,21,,,
,FV,7839,20260120,20260120,,SC FIBROMAR SRL,,13100478,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,47.93,,,,TAXABILE,21,,,
,FV,7839,20260120,20260120,,SC FIBROMAR SRL,,13100478,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,145.45,,,,TAXABILE,21,,,
,FV,7839,20260120,20260120,,SC FIBROMAR SRL,,13100478,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,49.59,,,,TAXABILE,21,,,
,FV,7840,20260120,20260120,,SC VALEX  INTERNATIONAL EXIM  SRL,,7487265,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,148.76,,,,TAXABILE,21,,,
,FV,7841,20260120,20260120,,SC ND PHARMA SRL,,22082443,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,148.76,,,,TAXABILE,21,,,
,FV,7842,20260120,20260120,,SC RETTUNGS GALL SRL,,44432400,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,24.79,,,,TAXABILE,21,,,
,FV,7842,20260120,20260120,,SC RETTUNGS GALL SRL,,44432400,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,59.5,,,,TAXABILE,21,,,
,FV,7842,20260120,20260120,,SC RETTUNGS GALL SRL,,44432400,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,47.93,,,,TAXABILE,21,,,
,FV,7842,20260120,20260120,,SC RETTUNGS GALL SRL,,44432400,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,61.98,,,,TAXABILE,21,,,
,FV,7842,20260120,20260120,,SC RETTUNGS GALL SRL,,44432400,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,165.29,,,,TAXABILE,21,,,
,FV,7842,20260120,20260120,,SC RETTUNGS GALL SRL,,44432400,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,400.0,,,,TAXABILE,21,,,
,FV,7843,20260120,20260120,,SANROTEX TRADING SRL,,32163740,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,123.97,,,,TAXABILE,21,,,
,FV,7843,20260120,20260120,,SANROTEX TRADING SRL,,32163740,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,24.79,,,,TAXABILE,21,,,
,FV,7844,20260121,20260121,,SC ELANTIS COURIER SRL,,36984055,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,148.76,,,,TAXABILE,21,,,
,FV,7844,20260121,20260121,,SC ELANTIS COURIER SRL,,36984055,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,33.06,,,,TAXABILE,21,,,
,FV,7845,20260121,20260121,,SC ROUTTE CONSTRUCT SRL,,13761321,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,148.76,,,,TAXABILE,21,,,
,FV,7846,20260121,20260121,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,421.49,,,,TAXABILE,21,,,
,FV,7846,20260121,20260121,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,175.21,,,,TAXABILE,21,,,
,FV,7846,20260121,20260121,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,525.62,,,,TAXABILE,21,,,
,FV,7846,20260121,20260121,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,85.12,,,,TAXABILE,21,,,
,FV,7846,20260121,20260121,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,1123.97,,,,TAXABILE,21,,,
,FV,7846,20260121,20260121,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,59.5,,,,TAXABILE,21,,,
,FV,7846,20260121,20260121,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,138.02,,,,TAXABILE,21,,,
,FV,7846,20260121,20260121,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,228.1,,,,TAXABILE,21,,,
,FV,7846,20260121,20260121,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,119.83,,,,TAXABILE,21,,,
,FV,7846,20260121,20260121,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,210.74,,,,TAXABILE,21,,,
,FV,7846,20260121,20260121,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,128.1,,,,TAXABILE,21,,,
,FV,7846,20260121,20260121,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,82.64,,,,TAXABILE,21,,,
,FV,7846,20260121,20260121,,SC ELIADEN FADM SRL,,48433270,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,66.12,,,,TAXABILE,21,,,
,FV,7847,20260122,20260122,,TRIP SRL,,8446450,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,123.97,,,,TAXABILE,21,,,
,FV,7847,20260122,20260122,,TRIP SRL,,8446450,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,24.79,,,,TAXABILE,21,,,
,FV,7848,20260122,20260122,,SC SSAB  AG  S.A.,,2816022,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,500.0,,,,TAXABILE,21,,,
,FV,7849,20260122,20260122,,CABINET STOMATOLOGIC DR. ROXANA BUTINCU SRL,,37091520,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,148.76,,,,TAXABILE,21,,,
,FV,7850,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,-250.0,,,,TAXABILE,21,,,
,FV,7851,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-65.55,,,,TAXABILE,21,,,
,FV,7851,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-208.4,,,,TAXABILE,21,,,
,FV,7851,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-181.51,,,,TAXABILE,21,,,
,FV,7851,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-163.87,,,,TAXABILE,21,,,
,FV,7851,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-36.13,,,,TAXABILE,21,,,
,FV,7851,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-271.43,,,,TAXABILE,21,,,
,FV,7851,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-109.24,,,,TAXABILE,21,,,
,FV,7851,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-159.66,,,,TAXABILE,21,,,
,FV,7851,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,-200.0,,,,TAXABILE,21,,,
,FV,7852,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-189.08,,,,TAXABILE,21,,,
,FV,7852,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,-170.0,,,,TAXABILE,21,,,
,FV,7853,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-1058.82,,,,TAXABILE,21,,,
,FV,7853,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,-300.0,,,,TAXABILE,21,,,
,FV,7854,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-42.02,,,,TAXABILE,21,,,
,FV,7854,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-81.51,,,,TAXABILE,21,,,
,FV,7854,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-77.31,,,,TAXABILE,21,,,
,FV,7854,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-120.17,,,,TAXABILE,21,,,
,FV,7854,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-280.67,,,,TAXABILE,21,,,
,FV,7854,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-151.26,,,,TAXABILE,21,,,
,FV,7854,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,-150.0,,,,TAXABILE,21,,,
,FV,7855,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-130.25,,,,TAXABILE,21,,,
,FV,7855,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-400.0,,,,TAXABILE,21,,,
,FV,7855,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-163.87,,,,TAXABILE,21,,,
,FV,7855,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-36.97,,,,TAXABILE,21,,,
,FV,7855,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-73.11,,,,TAXABILE,21,,,
,FV,7855,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-75.63,,,,TAXABILE,21,,,
,FV,7855,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-210.08,,,,TAXABILE,21,,,
,FV,7855,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-5.04,,,,TAXABILE,21,,,
,FV,7855,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,-570.0,,,,TAXABILE,21,,,
,FV,7856,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-37.82,,,,TAXABILE,21,,,
,FV,7856,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-100.84,,,,TAXABILE,21,,,
,FV,7856,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-56.3,,,,TAXABILE,21,,,
,FV,7856,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-46.22,,,,TAXABILE,21,,,
,FV,7856,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-8.4,,,,TAXABILE,21,,,
,FV,7856,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-260.5,,,,TAXABILE,21,,,
,FV,7856,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,-150.0,,,,TAXABILE,21,,,
,FV,7857,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-29.41,,,,TAXABILE,21,,,
,FV,7857,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-58.82,,,,TAXABILE,21,,,
,FV,7857,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-46.22,,,,TAXABILE,21,,,
,FV,7857,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-210.08,,,,TAXABILE,21,,,
,FV,7857,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-5.04,,,,TAXABILE,21,,,
,FV,7857,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,-150.0,,,,TAXABILE,21,,,
,FV,7857,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,-126.05,,,,TAXABILE,21,,,
,FV,7858,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-26.89,,,,TAXABILE,21,,,
,FV,7858,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-58.82,,,,TAXABILE,21,,,
,FV,7858,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-44.54,,,,TAXABILE,21,,,
,FV,7858,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-5.04,,,,TAXABILE,21,,,
,FV,7858,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-207.56,,,,TAXABILE,21,,,
,FV,7858,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,-200.0,,,,TAXABILE,21,,,
,FV,7859,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-33.06,,,,TAXABILE,21,,,
,FV,7859,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-56.2,,,,TAXABILE,21,,,
,FV,7859,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-47.11,,,,TAXABILE,21,,,
,FV,7859,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-214.88,,,,TAXABILE,21,,,
,FV,7859,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,-4.96,,,,TAXABILE,21,,,
,FV,7859,20260122,20260122,,SC MAGOT SRL,,17277147,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,-200.0,,,,TAXABILE,21,,,
,FV,7860,20260122,20260122,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,801.65,,,,TAXABILE,21,,,
,FV,7860,20260122,20260122,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,111.57,,,,TAXABILE,21,,,
,FV,7860,20260122,20260122,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,121.49,,,,TAXABILE,21,,,
,FV,7860,20260122,20260122,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,50.41,,,,TAXABILE,21,,,
,FV,7860,20260122,20260122,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,158.68,,,,TAXABILE,21,,,
,FV,7860,20260122,20260122,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,138.02,,,,TAXABILE,21,,,
,FV,7860,20260122,20260122,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,124.79,,,,TAXABILE,21,,,
,FV,7860,20260122,20260122,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,28.1,,,,TAXABILE,21,,,
,FV,7860,20260122,20260122,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,206.61,,,,TAXABILE,21,,,
,FV,7860,20260122,20260122,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,90.91,,,,TAXABILE,21,,,
,FV,7860,20260122,20260122,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,785.12,,,,TAXABILE,21,,,
,FV,7860,20260122,20260122,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,285.95,,,,TAXABILE,21,,,
,FV,7860,20260122,20260122,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,227.27,,,,TAXABILE,21,,,
,FV,7860,20260122,20260122,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,232.23,,,,TAXABILE,21,,,
,FV,7860,20260122,20260122,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,114.05,,,,TAXABILE,21,,,
,FV,7860,20260122,20260122,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,183.47,,,,TAXABILE,21,,,
,FV,7860,20260122,20260122,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,673.55,,,,TAXABILE,21,,,
,FV,7860,20260122,20260122,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,82.64,,,,TAXABILE,21,,,
,FV,7861,20260122,20260122,,REGISTRUL AUTO ROMAN RA,,1590236,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,257.16,,,,TAXABILE,21,,,
,FV,7861,20260122,20260122,,REGISTRUL AUTO ROMAN RA,,1590236,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,42.84,,,,TAXABILE,21,,,
,FV,7862,20260123,20260123,,CYM CENTER SRL,,24594334,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,148.76,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,434.71,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,764.46,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,429.75,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,364.46,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,137.19,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,165.29,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,115.7,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,24.79,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,37.19,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,152.89,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,115.7,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,396.69,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,41.32,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,85.12,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,28.93,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,85.12,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,42.98,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,47.11,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,219.01,,,,TAXABILE,21,,,
,FV,7863,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,83.14,,,,TAXABILE,21,,,
,FV,7864,20260123,20260123,,OMEGA NET S.R.L.,,17940370,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,74.38,,,,TAXABILE,21,,,
,FV,7864,20260123,20260123,,OMEGA NET S.R.L.,,17940370,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,300.0,,,,TAXABILE,21,,,
,FV,7865,20260123,20260123,,SC GENERAL ELECTRIC SRL,,6834960,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,24.79,,,,TAXABILE,21,,,
,FV,7865,20260123,20260123,,SC GENERAL ELECTRIC SRL,,6834960,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,90.91,,,,TAXABILE,21,,,
,FV,7865,20260123,20260123,,SC GENERAL ELECTRIC SRL,,6834960,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,33.06,,,,TAXABILE,21,,,
,FV,7865,20260123,20260123,,SC GENERAL ELECTRIC SRL,,6834960,,,,,,,,,,,,,RON,,,,,,,,,MARFA 2,1,,,206.61,,,,TAXABILE,21,,,
,FV,7865,20260123,20260123,,SC GENERAL ELECTRIC SRL,,6834960,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,150.0,,,,TAXABILE,21,,,
,FV,7865,20260123,20260123,,SC GENERAL ELECTRIC SRL,,6834960,,,,,,,,,,,,,RON,,,,,,,,,Servicii vandute,1,,,123.97,,,,TAXABILE,21,,,
,FV,7866,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,173.55,,,,TAXABILE,21,,,
,FV,7866,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,330.58,,,,TAXABILE,21,,,
,FV,7866,20260123,20260123,,SC MOLDOGLASS SRL,,9978390,,,,,,,,,,,,,RON,,,,,,,,,MARFA 1,1,,,99.17,,,,TAXABILE,21,,,
